"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome"
36,"admin.","married","secondary","no",4785,"no","yes","unknown",6,"jun",250,1,-1,0,"unknown"
29,"technician","single","tertiary","no",865,"no","no","cellular",17,"may",248,3,243,1,"failure"
52,"entrepreneur","married","secondary","no",113,"yes","yes","unknown",5,"may",127,1,-1,0,"unknown"
39,"housemaid","married","primary","no",694,"yes","yes","cellular",18,"nov",91,1,168,2,"other"
74,"retired","divorced","tertiary","no",3810,"yes","no","cellular",17,"may",492,1,-1,0,"unknown"
25,"technician","single","secondary","no",218,"no","yes","cellular",8,"jul",272,1,-1,0,"unknown"
25,"student","single","unknown","no",722,"no","no","telephone",21,"apr",623,2,-1,0,"unknown"
30,"technician","divorced","secondary","no",2403,"no","no","cellular",20,"aug",132,2,-1,0,"unknown"
32,"admin.","married","tertiary","no",1,"yes","yes","cellular",10,"jul",143,1,-1,0,"unknown"
54,"blue-collar","married","secondary","no",-135,"yes","no","cellular",14,"may",152,3,370,2,"failure"
38,"blue-collar","married","secondary","no",451,"no","no","cellular",30,"jan",143,1,-1,0,"unknown"
25,"services","married","secondary","no",806,"yes","yes","cellular",15,"may",193,2,-1,0,"unknown"
59,"blue-collar","married","primary","no",3302,"no","no","telephone",15,"apr",85,2,-1,0,"unknown"
45,"blue-collar","married","secondary","no",79,"yes","no","cellular",25,"jul",98,1,-1,0,"unknown"
49,"blue-collar","married","secondary","no",26,"yes","no","unknown",6,"may",276,2,-1,0,"unknown"
42,"blue-collar","married","secondary","no",160,"yes","yes","unknown",26,"jun",190,1,-1,0,"unknown"
41,"technician","married","secondary","no",90,"no","no","unknown",9,"jun",171,2,-1,0,"unknown"
29,"services","married","secondary","no",13,"no","no","cellular",10,"jul",90,1,-1,0,"unknown"
29,"technician","single","secondary","no",247,"yes","no","unknown",8,"may",134,1,-1,0,"unknown"
36,"blue-collar","single","secondary","no",2390,"yes","no","unknown",20,"may",446,12,-1,0,"unknown"
40,"technician","divorced","secondary","no",841,"no","yes","telephone",29,"aug",36,2,-1,0,"unknown"
51,"blue-collar","married","primary","no",91,"no","yes","unknown",19,"jun",368,2,-1,0,"unknown"
40,"technician","divorced","tertiary","no",4736,"yes","no","cellular",11,"feb",285,2,-1,0,"unknown"
50,"technician","divorced","unknown","no",2794,"no","no","cellular",13,"nov",350,5,93,2,"success"
58,"blue-collar","divorced","primary","no",2716,"no","no","cellular",20,"nov",163,2,-1,0,"unknown"
33,"technician","married","secondary","no",2666,"no","no","cellular",19,"aug",117,3,-1,0,"unknown"
54,"management","married","tertiary","no",2883,"no","no","cellular",18,"aug",1126,5,-1,0,"unknown"
36,"entrepreneur","married","secondary","no",313,"yes","no","cellular",29,"jan",167,2,198,1,"failure"
35,"blue-collar","married","secondary","no",911,"yes","no","cellular",20,"nov",434,2,181,5,"other"
63,"entrepreneur","married","tertiary","no",2707,"no","no","telephone",16,"nov",57,4,-1,0,"unknown"
44,"management","married","tertiary","no",1802,"no","no","telephone",19,"aug",105,5,-1,0,"unknown"
31,"admin.","divorced","secondary","no",1210,"no","no","cellular",16,"jul",350,1,-1,0,"unknown"
42,"management","married","primary","no",5310,"yes","no","cellular",25,"nov",968,2,97,4,"success"
43,"admin.","single","secondary","no",1119,"no","no","telephone",22,"jul",119,2,-1,0,"unknown"
50,"technician","married","secondary","no",0,"yes","yes","cellular",18,"nov",126,2,-1,0,"unknown"
60,"management","divorced","tertiary","no",366,"no","no","cellular",3,"jun",593,1,-1,0,"unknown"
31,"technician","single","tertiary","no",-241,"yes","no","cellular",18,"may",333,2,355,1,"failure"
25,"technician","single","tertiary","no",800,"yes","no","unknown",13,"may",151,4,-1,0,"unknown"
26,"blue-collar","single","secondary","no",1006,"yes","no","cellular",14,"may",667,1,-1,0,"unknown"
60,"retired","single","tertiary","no",568,"no","no","unknown",17,"jun",81,1,-1,0,"unknown"
53,"blue-collar","divorced","primary","no",235,"no","no","cellular",30,"jul",241,2,-1,0,"unknown"
44,"technician","married","secondary","no",106,"yes","no","cellular",16,"jul",164,6,-1,0,"unknown"
57,"blue-collar","divorced","primary","no",-176,"yes","no","unknown",8,"may",275,1,-1,0,"unknown"
56,"management","single","tertiary","no",15311,"no","no","cellular",29,"apr",157,6,-1,0,"unknown"
34,"technician","single","tertiary","no",82,"no","no","cellular",19,"aug",292,4,-1,0,"unknown"
40,"management","divorced","tertiary","no",99,"no","no","cellular",11,"aug",275,2,-1,0,"unknown"
36,"entrepreneur","divorced","tertiary","no",299,"yes","no","cellular",18,"nov",583,2,-1,0,"unknown"
37,"blue-collar","single","secondary","no",111,"yes","no","cellular",5,"feb",60,2,272,2,"failure"
41,"admin.","married","secondary","no",4539,"no","no","unknown",30,"may",298,3,-1,0,"unknown"
33,"services","single","secondary","no",3910,"yes","no","cellular",19,"nov",676,2,-1,0,"unknown"
43,"entrepreneur","married","primary","no",629,"yes","no","cellular",2,"feb",70,3,265,4,"other"
60,"retired","married","secondary","no",819,"yes","no","unknown",19,"may",110,2,-1,0,"unknown"
41,"admin.","married","secondary","no",351,"yes","no","unknown",5,"may",518,1,-1,0,"unknown"
30,"management","single","tertiary","no",112,"yes","yes","cellular",12,"may",451,2,349,2,"failure"
60,"blue-collar","married","unknown","no",3538,"no","no","unknown",11,"jun",261,1,-1,0,"unknown"
51,"blue-collar","married","primary","no",610,"yes","yes","unknown",30,"may",436,3,-1,0,"unknown"
33,"blue-collar","married","primary","no",-81,"yes","no","unknown",8,"may",267,1,-1,0,"unknown"
35,"management","married","tertiary","no",12256,"yes","no","cellular",19,"nov",308,4,-1,0,"unknown"
39,"blue-collar","married","primary","no",34,"yes","no","unknown",27,"may",114,1,-1,0,"unknown"
52,"technician","married","secondary","no",386,"no","no","cellular",20,"apr",438,1,-1,0,"unknown"
36,"management","single","tertiary","no",1,"yes","no","cellular",13,"may",131,1,-1,0,"unknown"
48,"management","married","tertiary","no",288,"no","no","cellular",18,"aug",585,3,-1,0,"unknown"
33,"technician","married","tertiary","no",2728,"no","no","cellular",5,"aug",295,2,-1,0,"unknown"
38,"services","married","secondary","no",311,"no","yes","cellular",25,"jul",114,12,-1,0,"unknown"
44,"housemaid","married","primary","no",0,"no","no","cellular",20,"aug",174,5,-1,0,"unknown"
54,"technician","married","secondary","no",415,"yes","no","unknown",19,"jun",34,31,-1,0,"unknown"
35,"management","single","tertiary","no",2988,"yes","no","cellular",25,"may",179,1,-1,0,"unknown"
51,"technician","married","tertiary","no",5059,"yes","no","cellular",31,"jul",189,2,-1,0,"unknown"
53,"housemaid","married","primary","no",70,"no","no","cellular",21,"aug",77,8,-1,0,"unknown"
58,"retired","married","primary","no",3,"no","no","cellular",14,"aug",158,2,-1,0,"unknown"
45,"blue-collar","married","primary","no",810,"yes","no","unknown",15,"may",213,4,-1,0,"unknown"
43,"technician","married","secondary","no",307,"no","no","cellular",21,"jul",145,2,-1,0,"unknown"
47,"blue-collar","divorced","primary","no",556,"yes","no","unknown",14,"may",227,4,-1,0,"unknown"
25,"technician","married","secondary","no",517,"no","no","cellular",28,"may",135,3,-1,0,"unknown"
38,"blue-collar","divorced","secondary","no",887,"yes","no","cellular",7,"may",722,1,-1,0,"unknown"
31,"entrepreneur","single","tertiary","no",206,"no","no","cellular",15,"jun",88,2,-1,0,"unknown"
36,"blue-collar","married","primary","no",106,"yes","no","cellular",18,"may",31,6,-1,0,"unknown"
31,"technician","married","tertiary","no",1410,"yes","no","unknown",21,"may",42,1,-1,0,"unknown"
29,"admin.","single","secondary","no",210,"no","yes","cellular",8,"jul",140,1,-1,0,"unknown"
37,"admin.","married","primary","no",3913,"yes","no","unknown",9,"jun",76,2,-1,0,"unknown"
34,"management","married","tertiary","no",651,"no","no","cellular",20,"aug",160,4,-1,0,"unknown"
44,"technician","married","secondary","no",1901,"no","no","cellular",6,"aug",165,2,-1,0,"unknown"
46,"services","divorced","secondary","no",15,"no","no","cellular",19,"nov",314,3,-1,0,"unknown"
43,"management","married","tertiary","no",544,"yes","no","unknown",27,"jun",154,6,-1,0,"unknown"
35,"management","married","tertiary","no",2316,"no","no","unknown",20,"jun",8,3,-1,0,"unknown"
53,"technician","married","secondary","no",230,"no","yes","cellular",13,"aug",112,2,-1,0,"unknown"
46,"admin.","married","secondary","no",0,"yes","no","cellular",5,"mar",135,1,-1,0,"unknown"
33,"admin.","married","secondary","no",1499,"yes","no","unknown",21,"may",144,2,-1,0,"unknown"
58,"housemaid","married","tertiary","no",6316,"no","no","cellular",21,"nov",91,1,-1,0,"unknown"
31,"blue-collar","single","secondary","yes",-9,"yes","yes","unknown",11,"jun",115,16,-1,0,"unknown"
43,"management","married","tertiary","no",839,"no","no","cellular",22,"jul",942,1,-1,0,"unknown"
26,"unemployed","single","secondary","no",1064,"no","no","unknown",31,"may",113,1,-1,0,"unknown"
34,"blue-collar","divorced","secondary","no",1125,"yes","yes","cellular",19,"nov",141,2,-1,0,"unknown"
37,"technician","married","secondary","yes",0,"no","yes","cellular",24,"jul",101,1,-1,0,"unknown"
70,"retired","married","primary","no",7781,"no","no","cellular",3,"jul",222,1,-1,0,"unknown"
32,"blue-collar","married","primary","no",131,"yes","no","unknown",21,"may",212,2,-1,0,"unknown"
32,"blue-collar","married","secondary","no",931,"yes","no","unknown",3,"jun",409,1,-1,0,"unknown"
87,"retired","married","primary","no",230,"no","no","cellular",30,"oct",144,1,-1,0,"unknown"
75,"retired","married","secondary","no",3771,"no","no","telephone",15,"apr",185,1,181,2,"success"
41,"unemployed","married","primary","no",-117,"yes","no","telephone",6,"feb",117,6,-1,0,"unknown"
81,"retired","divorced","primary","no",4321,"no","no","cellular",11,"aug",163,3,-1,0,"unknown"
36,"services","married","secondary","no",0,"yes","no","cellular",18,"nov",1093,2,-1,0,"unknown"
33,"management","single","tertiary","no",1956,"no","no","telephone",8,"nov",76,1,-1,0,"unknown"
29,"technician","married","secondary","no",1599,"yes","no","cellular",8,"may",36,1,-1,0,"unknown"
38,"management","married","tertiary","no",1875,"no","no","cellular",17,"nov",286,1,-1,0,"unknown"
28,"blue-collar","married","secondary","no",597,"yes","no","unknown",8,"may",223,2,-1,0,"unknown"
27,"blue-collar","single","secondary","no",-208,"yes","no","unknown",21,"may",127,2,-1,0,"unknown"
33,"blue-collar","single","unknown","no",129,"yes","yes","cellular",30,"apr",482,1,161,1,"failure"
33,"technician","divorced","secondary","no",250,"yes","yes","cellular",7,"may",277,1,-1,0,"unknown"
42,"blue-collar","married","unknown","no",1323,"yes","no","unknown",19,"may",19,1,-1,0,"unknown"
46,"blue-collar","married","secondary","no",78,"yes","yes","unknown",7,"may",145,1,-1,0,"unknown"
38,"blue-collar","married","secondary","no",67,"no","no","cellular",28,"jan",74,1,239,2,"failure"
52,"management","married","tertiary","no",-11,"yes","no","cellular",11,"may",94,4,-1,0,"unknown"
31,"management","married","tertiary","no",153,"yes","no","cellular",14,"jul",118,3,-1,0,"unknown"
46,"blue-collar","married","primary","no",1483,"yes","no","unknown",14,"may",174,3,-1,0,"unknown"
45,"technician","single","secondary","no",4367,"yes","no","cellular",27,"feb",71,1,-1,0,"unknown"
31,"self-employed","married","secondary","no",731,"no","yes","cellular",8,"jul",188,1,-1,0,"unknown"
59,"admin.","married","secondary","no",-396,"yes","no","unknown",26,"may",204,1,-1,0,"unknown"
39,"blue-collar","married","secondary","no",230,"yes","yes","cellular",21,"jul",38,1,-1,0,"unknown"
49,"blue-collar","married","primary","no",3028,"yes","no","cellular",12,"may",216,2,259,3,"other"
32,"services","married","secondary","no",426,"yes","yes","cellular",7,"may",383,1,339,1,"other"
37,"admin.","single","tertiary","no",1000,"yes","no","cellular",15,"jun",322,1,90,1,"success"
33,"technician","divorced","secondary","yes",10,"yes","yes","cellular",18,"nov",167,5,-1,0,"unknown"
24,"student","single","tertiary","no",1535,"yes","no","unknown",12,"may",126,2,-1,0,"unknown"
33,"technician","married","tertiary","no",4401,"no","no","cellular",12,"aug",96,2,104,1,"success"
31,"technician","married","tertiary","no",1197,"yes","no","unknown",24,"jun",351,3,-1,0,"unknown"
59,"technician","married","secondary","no",358,"no","no","unknown",1,"jul",183,2,-1,0,"unknown"
33,"unemployed","single","tertiary","no",685,"yes","no","cellular",2,"feb",105,1,96,2,"failure"
45,"technician","married","secondary","no",1118,"yes","no","telephone",22,"jul",27,1,-1,0,"unknown"
86,"retired","divorced","primary","no",0,"no","no","telephone",26,"aug",189,1,-1,0,"unknown"
31,"admin.","single","tertiary","no",541,"no","no","cellular",5,"feb",100,1,-1,0,"unknown"
55,"blue-collar","married","secondary","no",2854,"yes","no","cellular",7,"may",312,1,-1,0,"unknown"
31,"blue-collar","married","secondary","no",295,"yes","yes","cellular",13,"may",193,3,344,1,"other"
64,"management","married","primary","no",0,"yes","no","cellular",16,"feb",65,1,-1,0,"unknown"
52,"admin.","married","secondary","no",2851,"no","yes","telephone",2,"feb",35,1,-1,0,"unknown"
41,"blue-collar","married","secondary","no",16,"no","no","cellular",29,"jan",553,2,-1,0,"unknown"
34,"blue-collar","married","secondary","no",199,"yes","no","unknown",8,"may",627,3,-1,0,"unknown"
27,"services","single","secondary","no",123,"yes","no","unknown",12,"may",105,3,-1,0,"unknown"
57,"management","married","secondary","no",287,"no","yes","cellular",5,"feb",75,1,8,2,"other"
44,"technician","married","tertiary","no",964,"no","no","cellular",29,"jul",158,2,-1,0,"unknown"
39,"blue-collar","single","secondary","no",169,"yes","no","unknown",9,"may",38,1,-1,0,"unknown"
40,"blue-collar","married","secondary","no",3765,"yes","no","cellular",20,"nov",87,2,-1,0,"unknown"
49,"housemaid","divorced","secondary","no",267,"no","no","telephone",9,"feb",23,5,-1,0,"unknown"
34,"admin.","single","secondary","no",6979,"yes","no","cellular",15,"may",14,5,-1,0,"unknown"
56,"technician","married","secondary","no",2065,"no","no","cellular",14,"aug",71,2,-1,0,"unknown"
55,"blue-collar","married","secondary","no",2059,"yes","no","cellular",11,"may",149,1,259,4,"failure"
52,"technician","married","tertiary","no",3440,"yes","no","cellular",17,"nov",124,1,131,1,"failure"
34,"admin.","single","secondary","no",296,"no","no","cellular",20,"nov",68,1,136,4,"failure"
58,"blue-collar","married","primary","no",226,"yes","yes","cellular",10,"may",135,3,-1,0,"unknown"
33,"technician","married","secondary","no",668,"yes","yes","cellular",13,"may",771,2,173,4,"other"
39,"blue-collar","married","primary","no",317,"yes","no","unknown",13,"may",326,3,-1,0,"unknown"
63,"retired","divorced","tertiary","no",0,"no","no","cellular",13,"may",263,1,181,2,"success"
41,"management","divorced","tertiary","no",1,"yes","no","unknown",19,"jun",244,1,-1,0,"unknown"
39,"admin.","married","secondary","no",6421,"no","yes","unknown",20,"may",661,1,-1,0,"unknown"
55,"unemployed","married","tertiary","no",457,"yes","no","unknown",5,"jun",61,3,-1,0,"unknown"
32,"blue-collar","single","secondary","no",-197,"no","yes","cellular",8,"jul",99,1,-1,0,"unknown"
34,"management","single","tertiary","no",454,"no","no","cellular",14,"aug",76,3,-1,0,"unknown"
46,"retired","single","primary","no",1190,"no","no","unknown",6,"jun",316,2,-1,0,"unknown"
29,"management","married","tertiary","no",-218,"yes","no","unknown",28,"may",121,1,-1,0,"unknown"
54,"retired","married","primary","no",11,"yes","yes","cellular",18,"aug",48,10,-1,0,"unknown"
31,"technician","single","secondary","no",0,"no","no","cellular",29,"aug",157,2,-1,0,"unknown"
47,"management","married","tertiary","no",866,"no","no","unknown",20,"jun",7,7,-1,0,"unknown"
47,"management","single","tertiary","no",440,"no","no","cellular",21,"aug",71,4,-1,0,"unknown"
31,"blue-collar","married","secondary","no",625,"yes","no","cellular",2,"jul",135,2,49,3,"failure"
33,"management","married","tertiary","no",530,"yes","no","cellular",8,"aug",94,2,-1,0,"unknown"
56,"entrepreneur","divorced","primary","no",3,"no","no","unknown",20,"jun",111,1,-1,0,"unknown"
32,"services","married","secondary","yes",-220,"yes","yes","cellular",25,"jul",123,2,-1,0,"unknown"
56,"management","married","tertiary","no",-1493,"no","yes","cellular",28,"jul",119,4,-1,0,"unknown"
48,"management","married","tertiary","no",1567,"yes","no","cellular",20,"aug",77,3,-1,0,"unknown"
36,"technician","married","secondary","no",319,"yes","no","cellular",29,"jan",29,1,266,1,"failure"
32,"technician","single","secondary","no",0,"yes","yes","unknown",6,"may",135,3,-1,0,"unknown"
